incalculable	not capable of being computed or enumerated
countless	too numerous to be counted
incomputable	beyond calculation or measure
indeterminable	incapable of being definitely ascertained
calm	(of weather) free from storm or wind
placid	(of a body of water) free from disturbance by heavy waves
settled	not changeable
windless	without or almost without wind
stormy	(especially of weather) affected or characterized by storms or commotion
angry	(of the elements) as if showing violent anger
billowy	characterized by great swelling waves or surges
blustering(a)	blowing in violent and abrupt bursts
boisterous	violently agitated and turbulent
blowy	abounding in or exposed to the wind or breezes
choppy	rough with small waves
dirty	unpleasantly stormy
gusty	blowing in puffs or short intermittent blasts
squally	characterized by brief periods of violent wind or rain
thundery	accompanied with thunder
camphorated	impregnated with camphor
uncamphorated	not containing camphor
capable	(usually followed by `of') having capacity or ability
able	having inherent physical or mental ability or capacity
confident	not liable to error in judgment or action
resourceful	having inner resources
incapable	(followed by `of') lacking capacity or ability
unable(p)	(usually followed by `to') lacking necessary physical or mental ability
capable	(followed by `of') having the temperament or inclination for
incapable	(followed by `of') not having the temperament or inclination for
cared-for	having needed care and attention
attended	having a caretaker or other watcher
uncared-for	lacking needed care and attention
neglected	lacking a caretaker
untended	lacking care and attention
careful	exercising caution or showing care or attention
blow-by-blow	providing great detail
cautious	cautious in attitude and careful in actions
certain	exercising or taking care great enough to bring assurance
close	rigorously attentive
conscientious	characterized by extreme care and great effort
detailed	developed or executed with care and in minute detail
minute	characterized by painstaking care and detailed examination
overcareful	excessively or unduly careful
particular(a)	providing specific details or circumstances
protective(p)	(usually followed by `of') solicitously caring or mindful
studious	marked by care and effort
thorough	painstakingly careful and accurate
careless	marked by lack of attention or consideration or forethought or thoroughness
casual	hasty and without attention to detail
haphazard	marked by great carelessness
heedless	characterized by careless unconcern
incautious	carelessly failing to exercise proper caution
negligent	marked by insufficient care or attention
offhand	casually thoughtless or inconsiderate
carnivorous	(used of plants as well as animals) feeding on animals
flesh-eating(a)	(of animals) carnivorous
piscivorous	feeding on fishes
predacious	hunting and killing other animals for food
herbivorous	feeding only on plants
anthophagous	feeding on flowers
baccivorous	feeding on berries
carpophagous	feeding on fruit
grass-eating(a)	feeding on grasses
plant-eating(a)	(of animals) feeding on plants
saprophagous	(of certain animals) feeding on dead or decaying animal matter
saprophytic	(of some plants or fungi) feeding on dead or decaying organic matter
omnivorous	feeding on both plants and animals
all-devouring(a)	(of animals) both plant-eating and flesh-eating
insectivorous	(of animals and plants) feeding on insects
apivorous	feeding on bees
myrmecophagous	feeding on ants
holozoic	obtaining nourishment as animals do by ingesting complex organic matter
holophytic	obtaining nourishment as green plants do
carpellate	bearing or consisting of carpels
acarpelous	having no carpels
carpeted	covered with or as if with carpeting or with carpeting as specified
carpet-like	resembling a carpet
uncarpeted	not carpeted
carvel-built	(of ships) built with flush (rather than overlapping) hull planks
flush-seamed	laid edge to edge (not overlapping)
clinker-built	(of ships) built with overlapping hull planks
lap-jointed	laid overlapping (not flush)
carved	made for or formed by carving (`carven' is archaic or literary)
engraved	cut or impressed into a surface
graven	cut into a desired shape
lapidarian	inscribed on stone
sliced	used of meat
uncarved	not carved
acatalectic	(verse) metrically complete
catalectic	(verse) metrically incomplete
hypercatalectic	(verse) having an extra syllable or syllables at the end of a metrically complete verse or in a metrical foot
cauline	especially of leaves
radical	especially of leaves
censored	suppressed or subject to censorship
expurgated	having material deleted
uncensored	not subject to censorship
unexpurgated	not having material deleted
caudate	having a tail or taillike appendage
bobtail	having a short or shortened tail
caudal	resembling a tail
tailed	having a tail of a specified kind
scaly-tailed	having a scaly tail
scissor-tailed	(of birds) having a deeply forked tail
short-tailed	having a short tail
square-tailed	having a square tail
stiff-tailed	having a stiff tail
swallow-tailed	(especially of butterflies and birds) having a forked tail like that of a swallow
tail-shaped	shaped like the tail of an animal
acaudate	lacking a tail or taillike appendage
anurous	not having a tail
caulescent	(of plants) producing a well-developed stem above ground
cylindrical-stemmed	having a cylindrical stem
leafy-stemmed	having a leafy stem
multi-stemmed	having many stems
short-stemmed	having a short stem
spiny-stemmed	having a spiny stem
stout-stemmed	having a stout stem
thick-stemmed	having a thick stem
weak-stemmed	having a weak stem
wiry-stemmed	having a wiry stem
woolly-stemmed	having a woolly stem
woody-stemmed	having a woody stem
acaulescent	(of plants) having no apparent stem above ground
